condition,source_conditions,gene_a,gene_b,weight
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,ATAD2B,POLK,0.1906224489212036
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,KRT19,CLDN3,0.1905540078878402
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,CAMK2D,FAM208A,0.1901727765798568
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,ATF7IP,LASP1,0.1900490373373031
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,MT-CO1,MT-ATP6,0.1897817254066467
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,ATF7IP,LNPEP,0.1895513981580734
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,CSRP2,SSBP3,0.1894862800836563
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,KRT19,AZGP1,0.1891934424638748
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,S100A14,S100A2,0.1891507059335708
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,FXYD3,KRT7,0.1883536875247955
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,KRT8,CLDN7,0.1882740557193756
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,SFN,MIA,0.1879760771989822
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,CLDN7,ITGB6,0.1874026805162429
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,MCF2L,PIK3R3,0.187241330742836
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,TAGLN,TPM2,0.1872355937957763
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,C1S,SDC2,0.1867604851722717
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,WFDC2,PDZK1IP1,0.1866523623466491
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,SFN,WFDC2,0.1862118691205978
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,KRT5,S100A14,0.1861896067857742
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,HSPA1B,DNAJB1,0.1860535144805908
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,SFN,ELF3,0.1857632845640182
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,SDC4,MGST1,0.1844518035650253
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,PDZK1IP1,MMP7,0.1844342947006225
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,DCP2,KLHL9,0.1841573119163513
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,CLDN4,SLPI,0.1830231547355651
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,WFDC2,MGST1,0.1824918538331985
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,CD24,LCN2,0.1821358650922775
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,KRT16,SOX9,0.1818239688873291
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,CD24,KRT8,0.1813350319862365
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,TIMP3,TIMP2,0.1811426132917404
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,KRT8,TFAP2C,0.1801093071699142
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,CCNT1,USP42,0.1798888146877288
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,CREBRF,MEF2D,0.1793119311332702
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,FXYD3,KRT18,0.179020270705223
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,RBP1,SFRP1,0.178588181734085
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,DAPP1,NUP210,0.178428903222084
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,HLA-DRA,HLA-DPB1,0.1782101839780807
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,HLA-DRB1,HLA-DQB1,0.1781428605318069
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,HSPA1A,HSP90AA1,0.1779736131429672
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,CLEC2B,SLC2A3,0.1774008423089981
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,BRAF,POLK,0.177046924829483
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,ELF3,KRT19,0.1770443618297577
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,SAA1,PDZK1IP1,0.1768256872892379
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,CLDN4,MMP7,0.1764837503433227
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,TACSTD2,PDZK1IP1,0.1762012988328933
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,WFDC2,CD24,0.1758503168821334
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,SMIM22,AZGP1,0.1754438877105713
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,TPM1,SFRP1,0.1754249781370163
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,CLDN7,CLDN3,0.1751518845558166
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,PDZK1IP1,CLDN3,0.1745699495077133
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,KRT17,ITGB6,0.1743955910205841
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,KRT7,STC2,0.174234852194786
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,LUM,CRISPLD2,0.1741415709257125
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,ENG,ITGA5,0.1740816086530685
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,ATXN1,RASA2,0.1740383356809616
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,BRAF,ATAD2B,0.1740325838327407
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,DMTF1,PHYKPL,0.1740324199199676
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,ELF3,ITGB6,0.1740024834871292
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,KIDINS220,POLK,0.1738349497318267
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,BCAM,ARHGAP29,0.1737108379602432
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,MIB1,TMX3,0.1734029352664947
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,S100A14,PDZK1IP1,0.1733014583587646
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,JUN,ATF3,0.1731252968311309
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,PDZK1IP1,KRT18,0.1729244887828827
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,DNAJB1,ATF3,0.1725740581750869
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,SAA1,TFAP2C,0.1719342023134231
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,CD24,SLPI,0.1718964129686355
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,SHPRH,TP53BP1,0.1718713045120239
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,C1R,BGN,0.1715845465660095
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,CLDN4,KRT18,0.1714671403169632
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,CLDN4,LCN2,0.1712058335542678
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,SAA2,SOX9,0.1711620241403579
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,KIDINS220,INO80D,0.1710752099752426
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,KRT17,KRT8,0.1708348989486694
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,CD74,HLA-DPB1,0.170783594250679
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,S100A9,CLDN4,0.1707260459661483
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,BRAF,DPP8,0.1705013811588287
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,CCNT1,ZNF430,0.1700204759836197
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,BAG3,ZFAND2A,0.1697644889354705
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,HLA-DQB1,HLA-DQA1,0.1696891188621521
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,DCN,RARRES2,0.1694205552339553
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,S100A14,CD24,0.1692736148834228
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,CREBZF,OGT,0.1691577434539795
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,KRT5,TACSTD2,0.1689549386501312
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,CD24,CLDN3,0.1687680035829544
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,SAA1,CLDN4,0.1678952723741531
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,S100A9,LCN2,0.167888805270195
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,SAA1,MIA,0.1677525639533996
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,GABARAPL1,KLF9,0.1673196256160736
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,CYP20A1,ESCO1,0.1670241206884384
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,PDZK1IP1,CLDN7,0.1669255793094635
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,ITGA5,FMNL3,0.1665893644094467
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,LAMA4,TIMP3,0.1665386706590652
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,C5ORF46,MMP7,0.165889486670494
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,HELZ,UHRF2,0.1656571328639984
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,SAA2,CLDN4,0.1655709892511367
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,CRISPLD2,PRRX1,0.1655350625514984
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,BGN,IGFBP5,0.165484681725502
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,ZBTB1,DENND4A,0.1653708219528198
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,ITGB6,MIA,0.1652678698301315
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,COL4A2,SPARC,0.165107786655426
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,TTC14,PRKD3,0.1650616377592086
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,CLDN7,MGST1,0.1649917662143707
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,CD24,SMIM22,0.1643140763044357
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,SFN,SOX9,0.1637699455022812
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,S100A2,KRT7,0.1630952507257461
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,KRT5,ITGB6,0.1623826920986175
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,KRT19,CLDN4,0.1621831953525543
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,SAA1,CLDN7,0.161972239613533
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,INO80D,MEF2D,0.1611937284469604
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,SAA2,KRT8,0.1609962284564972
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,KRT23,MGST1,0.16038279235363
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,BTN2A1,FAM193A,0.1602515429258346
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,SAA1,CHI3L2,0.1602180004119873
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,FAM208A,MIB1,0.1600982099771499
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,MARF1,VPS13C,0.1599101424217224
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,ITGB6,LAMB3,0.159899353981018
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,BAG3,GADD45B,0.1598150879144668
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,ELF3,MAL2,0.1597701013088226
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,FXYD3,KRT19,0.1595872789621353
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,HECA,DENND4A,0.1591749787330627
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,KRT16,ITGB6,0.1587834656238556
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,ZNF430,MYSM1,0.1584229320287704
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,LIMA1,PIK3R1,0.158367246389389
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,C3,LGALS3BP,0.158216968178749
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,GIGYF1,SIK3,0.1577819436788559
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,ELF3,MGST1,0.1574165821075439
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,TAGLN,CALD1,0.1569825261831283
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,TFAP2C,TPM1,0.1558940261602401
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,KRT7,CLDN4,0.1554024815559387
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,KRT8,MGST1,0.1549417227506637
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,S100A2,KRT8,0.1543339341878891
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,WFDC2,ITGB6,0.154066652059555
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,GTF2A1,NR2C2,0.1540022939443588
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,CLDN7,ATP1B1,0.1535826474428177
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,MAL2,LCN2,0.1535618156194687
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,TAOK2,TBCD,0.1534316837787628
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,CLEC2B,WIPF1,0.153386577963829
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,TIMP2,MMP2,0.1530111581087112
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,LUM,PRRX1,0.15267114341259
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,ELF3,MMP7,0.1526099741458892
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,ID4,TPM2,0.1525415927171707
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,NAA16,ATAD2B,0.1524429768323898
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,A2M,ADAMTS1,0.1522047519683838
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,ITGA5,DAB2,0.1519520282745361
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,MKLN1,RECQL,0.1516872942447662
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,FTX,LENG8,0.15162093937397
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,IL1R1,TNRC6C,0.1516140699386596
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,KRT17,KRT7,0.1513187289237976
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,SLPI,SMIM22,0.15120729804039
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,TIMP3,BGN,0.1510725319385528
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,PIK3R3,INHBB,0.1507834047079086
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,FAM208A,TMX3,0.1506483703851699
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,HSPH1,DNAJB1,0.1506424397230148
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,S100A14,MGST1,0.1505824327468872
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,WFDC2,KRT19,0.1502020061016082
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,FAM193A,EP300,0.1501363068819046
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,CLDN7,C5ORF46,0.149989977478981
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,GMFG,TGFB1,0.1499494314193725
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,ETV3,VCPKMT,0.1496977508068084
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,MT-ND4,MT-ND3,0.1495385020971298
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,SFN,SFRP1,0.1488782465457916
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,BRAF,AHR,0.1487975716590881
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,KIDINS220,ZC3H4,0.1486178040504455
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,C1S,FGF7,0.14833664894104
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,KRT19,PDZK1IP1,0.1481699645519256
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,TM4SF18,INHBB,0.1479263603687286
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,FXYD3,MMP7,0.1478800028562545
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,STC1,INHBB,0.1476485133171081
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,POLK,PCNX1,0.1475840508937835
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,KRT23,KRT18,0.1473378837108612
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,SAA2,CD24,0.1469672471284866
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,SOX9,LAMB3,0.1467826217412948
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,S100A2,SDC4,0.1467273980379104
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,HHEX,RASGRP3,0.1466267704963684
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,BRAF,CASP3,0.146604984998703
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,TOR1AIP1,MEF2D,0.1464698612689972
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,MYL9,TPM2,0.1464051306247711
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,PODXL,INHBB,0.1463431566953659
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,EVA1C,MAST4,0.1459498256444931
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,SAA1,SDC4,0.14527527987957
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,KRT23,ATP1B1,0.1450968980789184
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,PODXL,DOCK9,0.1449585407972335
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,HLA-DRA,HLA-DMA,0.1445024758577346
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,CSRNP1,ZNF331,0.1444208472967147
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,KRT7,CLDN7,0.144409641623497
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,C1R,CCDC80,0.1442795246839523
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,CTGF,TCEAL9,0.144271895289421
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,SLPI,LCN2,0.1441794484853744
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,KRT14,KRT16,0.1440261304378509
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,S100A14,SFRP1,0.1437145471572876
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,WFDC2,MMP7,0.1435413211584091
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,LAMA4,IL1R1,0.1431982517242431
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,TFAP2C,LAMB3,0.143124371767044
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,ACSL5,PRKCH,0.1430163383483886
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,KRT17,ELF3,0.1428917646408081
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,EHD4,NEDD9,0.1423961669206619
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,WFDC2,SAA2,0.1420585662126541
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,C3ORF58,H2AFX,0.1418761610984802
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,CLDN4,CLDN3,0.1418347656726837
